CustomerID,recency_days,frequency,monetary,country,R_score,F_score,M_score,rfm_score,segment
15004,147,1,1245.93,United Kingdom,3,1,4,8,Potential
15005,16,56,14104.2,United Kingdom,5,5,5,15,VIP
15006,51,2,820.19,United Kingdom,4,2,3,9,Potential
15007,159,1,156.91,United Kingdom,3,1,1,5,At-Risk
15008,480,2,360.0,United Kingdom,1,2,2,5,At-Risk
15009,12,3,1261.78,United Kingdom,5,3,4,12,Loyal
15010,36,1,308.94,United Kingdom,4,1,2,7,Potential
15011,396,2,416.6,United Kingdom,2,2,2,6,At-Risk
15012,54,3,860.62,United Kingdom,4,3,3,10,Loyal
15013,488,10,1641.3,United Kingdom,1,5,4,10,Loyal
15014,43,2,260.17,United Kingdom,4,2,1,7,Potential
15015,501,13,2354.52,United Kingdom,1,5,4,10,Loyal
15016,173,5,630.3,United Kingdom,3,4,3,10,Loyal
15017,34,1,125.58,United Kingdom,4,1,1,6,At-Risk
15018,39,3,607.46,United Kingdom,4,3,2,9,Potential
15019,267,1,266.0,United Kingdom,2,1,1,4,At-Risk
15020,379,1,203.42,United Kingdom,2,1,1,4,At-Risk
15021,9,12,2783.83,United Kingdom,5,5,4,14,VIP
15022,12,5,1186.09,United Kingdom,5,4,3,12,Loyal
15023,3,20,12147.53,United Kingdom,5,5,5,15,VIP
15024,10,16,4075.51,United Kingdom,5,5,5,15,VIP
15025,33,2,1005.14,United Kingdom,4,2,3,9,Potential
15026,80,5,1056.81,United Kingdom,3,4,3,10,Loyal
15027,31,10,3195.6,United Kingdom,4,5,5,14,VIP
15028,8,6,1157.71,United Kingdom,5,4,3,12,Loyal
15029,620,1,365.1,United Kingdom,1,1,2,4,At-Risk
15030,72,8,1979.91,United Kingdom,3,4,4,11,Loyal
15031,4,14,3156.58,United Kingdom,5,5,5,15,VIP
15032,256,8,13780.65,United Kingdom,2,4,5,11,Loyal
15033,5,10,2583.37,United Kingdom,5,5,4,14,VIP
15034,16,14,8313.4,United Kingdom,5,5,5,15,VIP
15035,90,1,252.73,United Kingdom,3,1,1,5,At-Risk
15036,72,3,465.55,United Kingdom,3,3,2,8,Potential
15037,376,2,402.51,United Kingdom,2,2,2,6,At-Risk
15038,59,9,1309.86,United Kingdom,4,5,4,13,VIP
15039,10,93,40031.43,United Kingdom,5,5,5,15,VIP
15040,542,1,7.49,United Kingdom,1,1,1,3,Lost
15041,170,2,293.6,United Kingdom,3,2,2,7,Potential
15042,199,2,315.45,United Kingdom,2,2,2,6,At-Risk
15043,31,6,2858.8,United Kingdom,4,4,4,12,Loyal
15044,19,32,15949.19,United Kingdom,5,5,5,15,VIP
15045,152,2,735.66,United Kingdom,3,2,3,8,Potential
15046,9,25,7793.44,United Kingdom,5,5,5,15,VIP
15047,270,1,343.62,United Kingdom,2,1,2,5,At-Risk
15048,65,4,482.75,United Kingdom,3,3,2,8,Potential
15049,274,1,121.17,United Kingdom,2,1,1,4,At-Risk
15050,25,5,4193.79,United Kingdom,4,4,5,13,VIP
15051,23,9,3935.16,United Kingdom,4,5,5,14,VIP
15052,319,1,215.78,United Kingdom,2,1,1,4,At-Risk
15053,5,3,697.79,United Kingdom,5,3,3,11,Loyal
15054,12,2,302.1,United Kingdom,5,2,2,9,Potential
15055,475,3,560.07,United Kingdom,1,3,2,6,At-Risk
15056,520,1,133.45,United Kingdom,1,1,1,3,Lost
15057,275,5,3255.96,United Kingdom,2,4,5,11,Loyal
15058,25,16,3410.03,United Kingdom,4,5,5,14,VIP
15059,41,19,3522.77,United Kingdom,4,5,5,14,VIP
15060,8,4,301.84,United Kingdom,5,3,2,10,Loyal
15061,4,127,137817.07,United Kingdom,5,5,5,15,VIP
15062,71,8,2585.62,United Kingdom,3,4,4,11,Loyal
15063,213,1,370.8,United Kingdom,2,1,2,5,At-Risk
15064,410,4,1154.41,United Kingdom,1,3,3,7,Potential
15065,38,5,3326.86,United Kingdom,4,4,5,13,VIP
15066,53,1,893.59,United Kingdom,4,1,3,8,Potential
15067,78,5,3877.88,United Kingdom,3,4,5,12,Loyal
15068,46,4,1176.85,United Kingdom,4,3,3,10,Loyal
15069,179,1,1109.53,United Kingdom,3,1,3,7,Potential
15070,373,3,843.25,United Kingdom,2,3,3,8,Potential
15071,94,4,1455.56,United Kingdom,3,3,4,10,Loyal
15072,479,1,187.52,United Kingdom,1,1,1,3,Lost
15073,10,8,2788.02,United Kingdom,5,4,4,13,VIP
15074,105,3,1566.33,United Kingdom,3,3,4,10,Loyal
15075,78,1,773.03,United Kingdom,3,1,3,7,Potential
15076,173,3,1447.74,United Kingdom,3,3,4,10,Loyal
15077,495,2,2428.08,United Kingdom,1,2,4,7,Potential
15078,7,52,17751.88,United Kingdom,5,5,5,15,VIP
15079,213,11,3767.35,United Kingdom,2,5,5,12,Loyal
15080,428,2,546.25,United Kingdom,1,2,2,5,At-Risk
15081,22,12,1965.72,United Kingdom,4,5,4,13,VIP
15082,669,1,93.35,United Kingdom,1,1,1,3,Lost
15083,257,1,88.2,United Kingdom,2,1,1,4,At-Risk
15084,380,2,965.2,United Kingdom,2,2,3,7,Potential
15085,730,1,347.54,United Kingdom,1,1,2,4,At-Risk
15086,565,2,218.53,United Kingdom,1,2,1,4,At-Risk
15087,282,1,306.94,United Kingdom,2,1,2,5,At-Risk
15088,21,2,1160.07,United Kingdom,4,2,3,9,Potential
15089,10,6,2420.84,United Kingdom,5,4,4,13,VIP
15090,308,1,381.32,United Kingdom,2,1,2,5,At-Risk
15091,68,3,1046.61,United Kingdom,3,3,3,9,Potential
15092,215,3,776.46,United Kingdom,2,3,3,8,Potential
15093,18,23,14326.11,United Kingdom,5,5,5,15,VIP
15094,463,2,83.0,United Kingdom,1,2,1,4,At-Risk
15095,104,10,3141.64,United Kingdom,3,5,5,13,VIP
15096,43,1,219.39,United Kingdom,4,1,1,6,At-Risk
15097,4,3,908.35,United Kingdom,5,3,3,11,Loyal
15098,182,3,39916.5,United Kingdom,3,3,5,11,Loyal
15099,84,1,410.48,United Kingdom,3,1,2,6,At-Risk
15100,334,7,2894.7,United Kingdom,2,4,4,10,Loyal
15101,9,6,1477.94,United Kingdom,5,4,4,13,VIP
15102,531,2,554.67,United Kingdom,1,2,2,5,At-Risk
15103,31,2,703.36,United Kingdom,4,2,3,9,Potential
15104,197,2,1027.44,United Kingdom,2,2,3,7,Potential
15105,18,9,3094.91,United Kingdom,5,5,5,15,VIP
15106,18,5,1422.52,United Kingdom,5,4,4,13,VIP
15107,311,9,940.35,United Kingdom,2,5,3,10,Loyal
15108,142,3,1159.25,European Community,3,3,3,9,Potential
15109,246,3,983.1,United Kingdom,2,3,3,8,Potential
15110,24,6,1505.85,United Kingdom,4,4,4,12,Loyal
15111,29,5,2730.87,United Kingdom,4,4,4,12,Loyal
15112,611,1,209.4,United Kingdom,1,1,1,3,Lost
15113,10,3,3608.94,United Kingdom,5,3,5,13,VIP
15114,30,12,3400.12,United Kingdom,4,5,5,14,VIP
15115,18,2,531.85,United Kingdom,5,2,2,9,Potential
15116,18,4,1352.75,United Kingdom,5,3,4,12,Loyal
15117,15,8,2485.97,United Kingdom,5,4,4,13,VIP
15118,134,1,244.8,United Kingdom,3,1,1,5,At-Risk
15119,246,1,266.4,United Kingdom,2,1,1,4,At-Risk
15120,134,1,358.82,United Kingdom,3,1,2,6,At-Risk
15121,50,2,457.72,United Kingdom,4,2,2,8,Potential
15122,114,11,4497.47,United Kingdom,3,5,5,13,VIP
15123,7,5,4656.17,United Kingdom,5,4,5,14,VIP
15124,23,4,450.82,United Kingdom,4,3,2,9,Potential
15125,25,24,17024.87,United Kingdom,4,5,5,14,VIP
15126,537,2,449.49,United Kingdom,1,2,2,5,At-Risk
15127,66,2,711.5,United Kingdom,3,2,3,8,Potential
15128,60,5,1783.68,United Kingdom,3,4,4,11,Loyal
15129,50,23,6860.18,United Kingdom,4,5,5,14,VIP
15130,170,1,330.11,United Kingdom,3,1,2,6,At-Risk
15131,395,1,80.28,United Kingdom,2,1,1,4,At-Risk
15132,18,5,977.93,United Kingdom,5,4,3,12,Loyal
15133,128,5,1806.9,United Kingdom,3,4,4,11,Loyal
15134,15,10,1596.29,United Kingdom,5,5,4,14,VIP
15135,239,2,305.68,United Kingdom,2,2,2,6,At-Risk
15136,3,4,1286.7,United Kingdom,5,3,4,12,Loyal
15137,521,2,823.4,United Kingdom,1,2,3,6,At-Risk
15138,394,1,502.52,United Kingdom,2,1,2,5,At-Risk
15139,240,2,178.96,United Kingdom,2,2,1,5,At-Risk
15140,52,8,3243.69,United Kingdom,4,4,5,13,VIP
15141,458,7,1388.47,United Kingdom,1,4,4,9,Potential
15142,46,6,2619.92,United Kingdom,4,4,4,12,Loyal
15143,226,2,563.63,United Kingdom,2,2,2,6,At-Risk
15144,8,29,12160.31,United Kingdom,5,5,5,15,VIP
15145,4,4,1194.73,United Kingdom,5,3,3,11,Loyal
15146,165,2,1327.16,United Kingdom,3,2,4,9,Potential
15147,240,1,623.5,United Kingdom,2,1,3,6,At-Risk
15148,11,1,301.29,United Kingdom,5,1,2,8,Potential
15149,134,4,1524.61,United Kingdom,3,3,4,10,Loyal
15150,17,13,9001.08,United Kingdom,5,5,5,15,VIP
15151,423,2,2085.61,United Kingdom,1,2,4,7,Potential
15152,10,14,5263.83,United Kingdom,5,5,5,15,VIP
15153,31,1,329.25,United Kingdom,4,1,2,7,Potential
15154,75,3,1388.41,United Kingdom,3,3,4,10,Loyal
15155,383,1,383.97,United Kingdom,2,1,2,5,At-Risk
15156,1,3,961.49,United Kingdom,5,3,3,11,Loyal
15157,4,5,2654.11,United Kingdom,5,4,4,13,VIP
15158,45,2,606.02,United Kingdom,4,2,2,8,Potential
15159,2,34,22116.73,United Kingdom,5,5,5,15,VIP
15160,357,4,589.27,United Kingdom,2,3,2,7,Potential
15161,388,1,119.92,United Kingdom,2,1,1,4,At-Risk
15162,731,1,312.9,United Kingdom,1,1,2,4,At-Risk
15163,18,2,304.47,United Kingdom,5,2,2,9,Potential
15164,69,9,2068.92,United Kingdom,3,5,4,12,Loyal
15165,373,1,975.5,United Kingdom,2,1,3,6,At-Risk
15166,468,1,167.16,United Kingdom,1,1,1,3,Lost
15167,321,5,1659.67,United Kingdom,2,4,4,10,Loyal
15168,26,1,106.56,United Kingdom,4,1,1,6,At-Risk
15169,382,2,569.22,United Kingdom,2,2,2,6,At-Risk
15170,407,1,81.15,United Kingdom,2,1,1,4,At-Risk
15171,331,1,1289.5,United Kingdom,2,1,4,7,Potential
15172,9,5,1624.05,United Kingdom,5,4,4,13,VIP
15173,381,7,1494.6,United Kingdom,2,4,4,10,Loyal
15174,323,2,481.46,United Kingdom,2,2,2,6,At-Risk
15175,72,1,224.14,United Kingdom,3,1,1,5,At-Risk
15176,668,1,988.04,United Kingdom,1,1,3,5,At-Risk
15177,426,1,948.93,United Kingdom,1,1,3,5,At-Risk
15178,260,1,40.5,United Kingdom,2,1,1,4,At-Risk
15179,18,13,7491.92,United Kingdom,5,5,5,15,VIP
15180,367,3,904.43,United Kingdom,2,3,3,8,Potential
15181,66,5,1200.2,United Kingdom,3,4,3,10,Loyal
15182,154,11,2998.95,United Kingdom,3,5,5,13,VIP
15183,548,3,639.93,United Kingdom,1,3,3,7,Potential
15184,29,4,689.95,United Kingdom,4,3,3,10,Loyal
15185,70,1,310.62,United Kingdom,3,1,2,6,At-Risk
15186,14,5,1403.2,United Kingdom,5,4,4,13,VIP
15187,2,15,4762.18,United Kingdom,5,5,5,15,VIP
15188,725,1,310.43,United Kingdom,1,1,2,4,At-Risk
15189,1,46,17524.38,United Kingdom,5,5,5,15,VIP
15190,434,1,834.44,United Kingdom,1,1,3,5,At-Risk
15191,463,3,588.05,United Kingdom,1,3,2,6,At-Risk
15192,120,5,1981.39,United Kingdom,3,4,4,11,Loyal
15193,61,1,499.32,United Kingdom,3,1,2,6,At-Risk
15194,3,28,12427.69,United Kingdom,5,5,5,15,VIP
15195,3,1,3861.0,United Kingdom,5,1,5,11,Loyal
15196,433,2,316.25,United Kingdom,1,2,2,5,At-Risk
15197,11,6,1877.51,United Kingdom,5,4,4,13,VIP
15198,92,5,571.35,United Kingdom,3,4,2,9,Potential
15199,59,10,3122.4,United Kingdom,4,5,5,14,VIP
15200,495,1,549.05,United Kingdom,1,1,2,4,At-Risk
15201,87,7,1842.95,United Kingdom,3,4,4,11,Loyal
15203,26,15,4400.18,United Kingdom,4,5,5,14,VIP
15204,357,1,316.58,United Kingdom,2,1,2,5,At-Risk
15205,85,2,653.24,United Kingdom,3,2,3,8,Potential
15206,10,4,420.3,United Kingdom,5,3,2,10,Loyal
15207,416,3,683.92,United Kingdom,1,3,3,7,Potential
15208,1,6,970.52,United Kingdom,5,4,3,12,Loyal
15209,730,1,178.98,United Kingdom,1,1,1,3,Lost
15210,225,3,1176.19,United Kingdom,2,3,3,8,Potential
15211,60,2,1277.48,United Kingdom,3,2,4,9,Potential
15212,241,2,208.28,United Kingdom,2,2,1,5,At-Risk
15213,319,2,328.35,United Kingdom,2,2,2,6,At-Risk
15214,2,8,1661.44,United Kingdom,5,4,4,13,VIP
15215,47,7,2422.43,United Kingdom,4,4,4,12,Loyal
15216,88,2,486.09,United Kingdom,3,2,2,7,Potential
15217,563,1,426.24,United Kingdom,1,1,2,4,At-Risk
15218,11,22,11501.57,United Kingdom,5,5,5,15,VIP
15219,176,2,685.45,United Kingdom,3,2,3,8,Potential
15220,52,6,1778.96,United Kingdom,4,4,4,12,Loyal
15221,366,4,2465.45,United Kingdom,2,3,4,9,Potential
15222,319,11,3550.91,United Kingdom,2,5,5,12,Loyal
15223,226,5,1417.95,United Kingdom,2,4,4,10,Loyal
15224,358,5,871.36,United Kingdom,2,4,3,9,Potential
15225,234,1,409.4,United Kingdom,2,1,2,5,At-Risk
15226,311,1,154.41,United Kingdom,2,1,1,4,At-Risk
15227,37,9,2488.49,United Kingdom,4,5,4,13,VIP
15228,66,6,5580.27,United Kingdom,3,4,5,12,Loyal
15229,586,1,160.5,United Kingdom,1,1,1,3,Lost
15230,239,2,429.6,United Kingdom,2,2,2,6,At-Risk
15231,621,1,250.26,United Kingdom,1,1,1,3,Lost
15232,113,2,612.06,United Kingdom,3,2,2,7,Potential
15233,401,1,59.4,United Kingdom,2,1,1,4,At-Risk
15234,277,1,197.0,United Kingdom,2,1,1,4,At-Risk
15235,218,16,2937.81,United Kingdom,2,5,4,11,Loyal
15236,299,1,321.05,United Kingdom,2,1,2,5,At-Risk
15237,2,4,1412.32,United Kingdom,5,3,4,12,Loyal
15238,29,3,1071.99,United Kingdom,4,3,3,10,Loyal
15239,10,2,780.59,United Kingdom,5,2,3,10,Loyal
15240,45,12,4459.98,United Kingdom,4,5,5,14,VIP
15241,67,11,3050.16,United Kingdom,3,5,5,13,VIP
15242,422,1,302.04,United Kingdom,1,1,2,4,At-Risk
15243,74,2,927.28,United Kingdom,3,2,3,8,Potential
15244,65,3,912.08,United Kingdom,3,3,3,9,Potential
15245,134,8,4610.84,United Kingdom,3,4,5,12,Loyal
15246,238,3,780.4,United Kingdom,2,3,3,8,Potential
15247,122,3,976.06,United Kingdom,3,3,3,9,Potential
15248,411,3,1893.93,United Kingdom,1,3,4,8,Potential
15249,32,18,9266.0,United Kingdom,4,5,5,14,VIP
15250,641,1,60.0,United Kingdom,1,1,1,3,Lost
15251,9,21,20324.54,United Kingdom,5,5,5,15,VIP
15252,36,5,2103.41,United Kingdom,4,4,4,12,Loyal
15253,16,8,2055.09,United Kingdom,5,4,4,13,VIP
15254,127,3,1088.35,United Kingdom,3,3,3,9,Potential
15255,67,9,3729.42,United Kingdom,3,5,5,13,VIP
15256,149,2,170.4,United Kingdom,3,2,1,6,At-Risk
15257,283,2,685.9,United Kingdom,2,2,3,7,Potential
15258,169,2,623.16,United Kingdom,3,2,3,8,Potential
15259,513,4,1182.38,United Kingdom,1,3,3,7,Potential
15260,100,25,9188.23,United Kingdom,3,5,5,13,VIP
15261,135,4,1508.0,United Kingdom,3,3,4,10,Loyal
15262,324,3,418.82,United Kingdom,2,3,2,7,Potential
15263,107,1,156.51,United Kingdom,3,1,1,5,At-Risk
15264,64,2,848.4,United Kingdom,3,2,3,8,Potential
15265,151,4,3345.64,United Kingdom,3,3,5,11,Loyal
15266,338,5,852.21,United Kingdom,2,4,3,9,Potential
15267,22,5,1717.36,United Kingdom,4,4,4,12,Loyal
15268,479,3,961.9,United Kingdom,1,3,3,7,Potential
15269,24,3,1225.36,United Kingdom,4,3,3,10,Loyal
15270,16,21,8524.86,United Kingdom,5,5,5,15,VIP
15271,7,24,4709.54,United Kingdom,5,5,5,15,VIP
15272,57,6,2085.48,United Kingdom,4,4,4,12,Loyal
15273,600,1,228.96,United Kingdom,1,1,1,3,Lost
15274,4,2,716.57,United Kingdom,5,2,3,10,Loyal
15275,38,1,615.14,United Kingdom,4,1,3,8,Potential
15276,66,4,649.53,United Kingdom,3,3,3,9,Potential
15277,47,2,476.34,United Kingdom,4,2,2,8,Potential
15278,562,4,496.16,United Kingdom,1,3,2,6,At-Risk
15279,355,5,1580.54,United Kingdom,2,4,4,10,Loyal
15280,172,3,406.22,United Kingdom,3,3,2,8,Potential
15281,59,16,8543.57,United Kingdom,4,5,5,14,VIP
15282,570,1,348.59,United Kingdom,1,1,2,4,At-Risk
15283,390,3,148.33,United Kingdom,2,3,1,6,At-Risk
15284,500,1,24.75,United Kingdom,1,1,1,3,Lost
15285,408,1,94.92,United Kingdom,2,1,1,4,At-Risk
15286,50,1,240.55,United Kingdom,4,1,1,6,At-Risk
15287,22,5,856.03,United Kingdom,4,4,3,11,Loyal
15288,43,10,3874.28,United Kingdom,4,5,5,14,VIP
15289,29,5,1593.09,United Kingdom,4,4,4,12,Loyal
15290,5,26,10496.28,United Kingdom,5,5,5,15,VIP
15291,26,39,13801.56,United Kingdom,4,5,5,14,VIP
15292,201,1,180.94,United Kingdom,2,1,1,4,At-Risk
15293,666,1,247.5,United Kingdom,1,1,1,3,Lost
15294,411,1,233.35,United Kingdom,1,1,1,3,Lost
15295,654,1,217.24,United Kingdom,1,1,1,3,Lost
15296,51,12,10342.83,United Kingdom,4,5,5,14,VIP
15297,10,3,641.94,United Kingdom,5,3,3,11,Loyal
15298,2,23,9459.37,United Kingdom,5,5,5,15,VIP
15299,67,9,7391.54,United Kingdom,3,5,5,13,VIP
15300,64,1,496.44,United Kingdom,3,1,2,6,At-Risk
15301,51,17,7603.44,United Kingdom,4,5,5,14,VIP
15302,730,1,308.0,United Kingdom,1,1,2,4,At-Risk
15303,290,3,1224.18,United Kingdom,2,3,3,8,Potential
15304,61,9,919.55,United Kingdom,3,5,3,11,Loyal
15305,555,1,93.6,United Kingdom,1,1,1,3,Lost
15306,64,9,3484.73,United Kingdom,3,5,5,13,VIP
15307,96,1,205.3,United Kingdom,3,1,1,5,At-Risk
15308,274,1,310.47,United Kingdom,2,1,2,5,At-Risk
15309,611,4,797.96,United Kingdom,1,3,3,7,Potential
15310,479,1,1634.64,United Kingdom,1,1,4,6,At-Risk
15311,1,207,116476.16,United Kingdom,5,5,5,15,VIP
15312,75,12,2930.19,United Kingdom,3,5,4,12,Loyal
15313,110,1,52.0,United Kingdom,3,1,1,5,At-Risk
15314,199,3,820.45,United Kingdom,2,3,3,8,Potential
15315,64,2,570.5,United Kingdom,3,2,2,7,Potential
15316,327,1,165.0,United Kingdom,2,1,1,4,At-Risk
15317,677,1,129.75,United Kingdom,1,1,1,3,Lost
15318,4,1,312.62,United Kingdom,5,1,2,8,Potential
15319,284,1,204.5,United Kingdom,2,1,1,4,At-Risk
15320,44,1,267.13,United Kingdom,4,1,1,6,At-Risk
15321,71,12,6709.73,United Kingdom,3,5,5,13,VIP
15322,86,2,1390.86,United Kingdom,3,2,4,9,Potential
15323,563,3,434.6,United Kingdom,1,3,2,6,At-Risk
15324,701,1,140.22,United Kingdom,1,1,1,3,Lost
15325,104,8,1602.01,United Kingdom,3,4,4,11,Loyal
15326,334,5,1700.52,United Kingdom,2,4,4,10,Loyal
15327,53,1,208.75,United Kingdom,4,1,1,6,At-Risk
15328,408,1,107.24,United Kingdom,2,1,1,4,At-Risk
15329,39,11,2984.33,United Kingdom,4,5,5,14,VIP
15330,32,2,714.96,United Kingdom,4,2,3,9,Potential
15331,500,3,767.91,United Kingdom,1,3,3,7,Potential
15332,366,6,6553.74,Lithuania,2,4,5,11,Loyal
15333,208,1,1028.56,United Kingdom,2,1,3,6,At-Risk
15334,157,3,348.72,United Kingdom,3,3,2,8,Potential
15335,54,1,173.97,United Kingdom,4,1,1,6,At-Risk
15336,402,1,240.5,United Kingdom,2,1,1,4,At-Risk
15337,411,1,373.02,United Kingdom,1,1,2,4,At-Risk
15338,677,1,283.43,United Kingdom,1,1,1,3,Lost
15339,66,7,1827.84,United Kingdom,3,4,4,11,Loyal
15340,562,1,105.5,United Kingdom,1,1,1,3,Lost
15341,81,2,2402.72,United Kingdom,3,2,4,9,Potential
15342,130,1,406.09,United Kingdom,3,1,2,6,At-Risk
15343,87,1,364.5,United Kingdom,3,1,2,6,At-Risk
15344,1,3,563.94,United Kingdom,5,3,2,10,Loyal
15345,46,1,393.54,United Kingdom,4,1,2,7,Potential
15346,333,3,596.12,United Kingdom,2,3,2,7,Potential
15347,366,4,1363.6,United Kingdom,2,3,4,9,Potential
15348,72,1,158.04,United Kingdom,3,1,1,5,At-Risk
15349,158,2,473.81,United Kingdom,3,2,2,7,Potential
15350,373,2,663.25,United Kingdom,2,2,3,7,Potential
15351,12,10,3738.29,United Kingdom,5,5,5,15,VIP
15352,549,1,114.95,United Kingdom,1,1,1,3,Lost
15353,255,7,3175.95,United Kingdom,2,4,5,11,Loyal
15355,29,2,277.05,United Kingdom,4,2,1,7,Potential
15356,31,13,3464.95,United Kingdom,4,5,5,14,VIP
15358,5,42,17050.41,United Kingdom,5,5,5,15,VIP
15359,663,8,181.35,United Kingdom,1,4,1,6,At-Risk
15360,40,1,427.93,United Kingdom,4,1,2,7,Potential
15361,362,4,689.07,United Kingdom,2,3,3,8,Potential
15362,449,2,613.08,United Kingdom,1,2,2,5,At-Risk
15363,373,2,1004.11,United Kingdom,2,2,3,7,Potential
15364,96,2,913.19,United Kingdom,3,2,3,8,Potential
15365,26,13,4557.13,United Kingdom,4,5,5,14,VIP
15366,75,7,2389.08,United Kingdom,3,4,4,11,Loyal
15367,57,11,5081.33,United Kingdom,4,5,5,14,VIP
15368,21,2,722.74,United Kingdom,4,2,3,9,Potential
15369,492,11,6251.26,United Kingdom,1,5,5,11,Loyal
15370,41,8,3739.01,United Kingdom,4,4,5,13,VIP
15371,662,1,59.4,United Kingdom,1,1,1,3,Lost
15372,137,8,6017.06,United Kingdom,3,4,5,12,Loyal
15373,8,17,3421.39,United Kingdom,5,5,5,15,VIP
15374,129,2,307.32,United Kingdom,3,2,2,7,Potential
15375,690,1,60.96,United Kingdom,1,1,1,3,Lost
15376,40,3,1233.36,United Kingdom,4,3,4,11,Loyal
15377,383,4,1211.75,United Kingdom,2,3,3,8,Potential
15378,463,2,246.5,United Kingdom,1,2,1,4,At-Risk
15379,169,8,4877.84,United Kingdom,3,4,5,12,Loyal
15380,9,11,3479.06,United Kingdom,5,5,5,15,VIP
15381,214,5,1890.57,United Kingdom,2,4,4,10,Loyal
15382,15,12,13733.55,United Kingdom,5,5,5,15,VIP
15384,170,4,2027.79,United Kingdom,3,3,4,10,Loyal
15385,40,3,942.08,United Kingdom,4,3,3,10,Loyal
15386,186,1,394.14,United Kingdom,3,1,2,6,At-Risk
15387,492,1,468.65,United Kingdom,1,1,2,4,At-Risk
15388,270,1,140.54,Canada,2,1,1,4,At-Risk
15389,172,5,2733.8,United Kingdom,3,4,4,11,Loyal
15390,396,2,1216.66,Canada,2,2,3,7,Potential
15391,584,1,289.87,United Kingdom,1,1,2,4,At-Risk
15392,5,7,2911.62,United Kingdom,5,4,4,13,VIP
15393,16,5,891.34,United Kingdom,5,4,3,12,Loyal
15394,10,11,5286.8,United Kingdom,5,5,5,15,VIP
15395,326,1,107.45,United Kingdom,2,1,1,4,At-Risk
15396,113,2,796.38,United Kingdom,3,2,3,8,Potential
15397,290,1,94.0,United Kingdom,2,1,1,4,At-Risk
15398,16,2,1345.53,United Kingdom,5,2,4,11,Loyal
15399,1,3,815.77,United Kingdom,5,3,3,11,Loyal
15400,92,8,1302.3,United Kingdom,3,4,4,11,Loyal
15401,452,2,216.95,United Kingdom,1,2,1,4,At-Risk
15402,149,6,1830.12,United Kingdom,3,4,4,11,Loyal
15403,492,2,170.88,United Kingdom,1,2,1,4,At-Risk
15404,376,1,257.06,United Kingdom,2,1,1,4,At-Risk
15405,189,2,659.84,United Kingdom,2,2,3,7,Potential
15406,31,4,975.87,United Kingdom,4,3,3,10,Loyal
15407,34,4,1056.44,United Kingdom,4,3,3,10,Loyal
15408,264,1,267.18,United Kingdom,2,1,1,4,At-Risk
15409,721,1,131.25,United Kingdom,1,1,1,3,Lost
15410,84,10,4685.72,United Kingdom,3,5,5,13,VIP
15411,26,4,1358.88,United Kingdom,4,3,4,11,Loyal
15412,171,1,190.53,United Kingdom,3,1,1,5,At-Risk
15413,692,5,6798.72,United Kingdom,1,4,5,10,Loyal
15414,10,3,774.9,United Kingdom,5,3,3,11,Loyal
15415,313,1,572.81,United Kingdom,2,1,2,5,At-Risk
15416,65,7,4572.82,United Kingdom,3,4,5,12,Loyal
15417,85,1,508.8,United Kingdom,3,1,2,6,At-Risk
15418,425,2,452.32,United Kingdom,1,2,2,5,At-Risk
15419,25,1,135.86,United Kingdom,4,1,1,6,At-Risk
15420,434,6,743.0,United Kingdom,1,4,3,8,Potential
15421,59,10,3805.34,United Kingdom,4,5,5,14,VIP
15422,323,7,1619.97,United Kingdom,2,4,4,10,Loyal
15423,38,3,266.89,United Kingdom,4,3,1,8,Potential
15424,254,3,597.78,United Kingdom,2,3,2,7,Potential
15425,400,4,1944.57,United Kingdom,2,3,4,9,Potential
15426,19,9,2615.39,United Kingdom,5,5,4,14,VIP
15427,33,3,1483.14,United Kingdom,4,3,4,11,Loyal
15428,15,4,762.75,United Kingdom,5,3,3,11,Loyal
15429,27,2,397.35,United Kingdom,4,2,2,8,Potential
15430,468,2,954.75,United Kingdom,1,2,3,6,At-Risk
15431,503,1,153.24,United Kingdom,1,1,1,3,Lost
15432,23,2,320.76,United Kingdom,4,2,2,8,Potential
15433,214,2,533.3,United Kingdom,2,2,2,6,At-Risk
15434,8,11,2567.06,United Kingdom,5,5,4,14,VIP
15435,22,1,149.29,United Kingdom,4,1,1,6,At-Risk
15436,12,3,1122.53,United Kingdom,5,3,3,11,Loyal
15437,262,2,393.45,United Kingdom,2,2,2,6,At-Risk
15438,131,1,156.58,United Kingdom,3,1,1,5,At-Risk
15439,405,4,1269.05,United Kingdom,2,3,4,9,Potential
15440,55,3,383.68,United Kingdom,4,3,2,9,Potential
15441,396,3,1254.21,United Kingdom,2,3,4,9,Potential
15442,249,1,594.0,United Kingdom,2,1,2,5,At-Risk
15443,2,14,5175.93,United Kingdom,5,5,5,15,VIP
15444,9,2,1418.26,United Kingdom,5,2,4,11,Loyal
15445,264,2,284.5,United Kingdom,2,2,1,5,At-Risk
15446,377,3,403.95,United Kingdom,2,3,2,7,Potential
15447,331,5,492.88,United Kingdom,2,4,2,8,Potential
15448,313,2,788.81,United Kingdom,2,2,3,7,Potential
15449,26,3,974.52,United Kingdom,4,3,3,10,Loyal
15450,30,1,429.84,United Kingdom,4,1,2,7,Potential
15451,434,2,233.21,United Kingdom,1,2,1,4,At-Risk
15452,30,6,1799.11,United Kingdom,4,4,4,12,Loyal
15453,2,7,1388.37,United Kingdom,5,4,4,13,VIP
15454,362,2,305.59,United Kingdom,2,2,2,6,At-Risk
