StockCode,Description,avg_price,min_price,max_price,price_std,total_units,total_revenue,num_customers,avg_revenue_per_unit,price_volatility_pct,suggested_discount_pct,optimal_price
23153,ZINC SWEETHEART WIRE LETTER RACK,3.7883333333333336,3.39,7.46,0.4250085305993881,248,923.63,67,3.72,11.2,11.2,3.72
23154,SET OF 4 JAM JAR MAGNETS,2.080921052631579,1.85,4.13,0.1427469122766789,2472,4986.49,141,2.02,6.9,6.9,2.13
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,0.822212389380531,0.72,0.83,0.0283389721961249,2106,1679.34,84,0.8,3.4,3.4,0.82
23156,SET OF 5 MINI GROCERY MAGNETS,2.094240837696335,1.85,4.13,0.2137837682955911,1638,3311.78,117,2.02,10.2,10.2,2.07
23157,SET OF 6 NATIVITY MAGNETS,2.149869281045752,1.85,4.13,0.4042406574256567,2543,5058.59,111,1.99,18.8,18.8,2.22
23158,SET OF 5 LUCKY CAT MAGNETS,2.1666666666666665,1.85,4.13,0.4429050616294886,2538,5121.4800000000005,96,2.02,20.4,20.4,1.96
23159,SET OF 5 PANCAKE DAY MAGNETS,2.0821782178217823,1.85,4.13,0.1508160486095597,2283,4620.97,121,2.02,7.2,7.2,2.05
23160,REGENCY TEA SPOON,1.229344262295082,1.04,1.25,0.0630573509449669,1404,1666.8,50,1.19,5.1,5.1,1.24
23161,REGENCY CAKE FORK,1.2283823529411766,1.04,1.25,0.064289696352274,1608,1896.6,58,1.18,5.2,5.2,1.24
23162,REGENCY TEA STRAINER,3.747183098591549,3.29,7.46,0.4698292525171533,1362,4789.24,96,3.52,12.5,12.5,3.7
23163,REGENCY SUGAR TONGS,2.434925373134329,2.08,2.49,0.140336578593085,1714,3949.7,95,2.3,5.8,5.8,2.41
23164,REGENCY CAKE SLICE,4.922625,4.15,9.96,0.6243999524606895,564,2579.21,70,4.57,12.7,12.7,4.87
23165,LARGE CERAMIC TOP STORAGE JAR,1.6322222222222222,1.45,1.65,0.0570435645271949,2954,4624.5,167,1.57,3.5,3.5,1.62
23166,MEDIUM CERAMIC TOP STORAGE JAR,1.2203030303030302,1.04,1.25,0.073359618284391,77916,81416.73000000001,138,1.04,6.0,6.0,1.04
23167,SMALL CERAMIC TOP STORAGE JAR,0.8270652173913042,0.69,1.63,0.1128375983097043,5666,4184.18,129,0.74,13.6,13.6,0.79
23168,CLASSIC CAFE SUGAR DISPENSER,1.2298578199052133,1.04,2.46,0.109655211471428,2634,3038.35,132,1.15,8.9,8.9,1.21
23168,CLASSIC SUGAR DISPENSER,1.1975,1.04,1.25,0.0949760735419955,216,247.32,12,1.14,7.9,7.9,1.21
23169,CLASSIC GLASS COOKIE JAR,4.114940239043825,3.75,4.15,0.1133397389018636,1334,5358.5,191,4.02,2.8,2.8,4.1
23169,CLASSIC GLASS SWEET JAR,4.092857142857143,3.75,4.15,0.1452546078405127,119,479.45,14,4.03,3.5,3.5,4.1
23170,REGENCY TEA PLATE ROSES,1.6575379939209725,1.45,3.29,0.250660747405464,6575,10190.79,224,1.55,15.1,15.1,1.62
23171,REGENCY TEA PLATE GREEN,1.6725830258302583,1.45,3.29,0.2904568042208994,5966,9184.9,195,1.54,17.4,17.4,1.62
23172,REGENCY TEA PLATE PINK,1.6405357142857142,1.45,3.29,0.1699265960528965,3688,5793.28,160,1.57,10.4,10.4,1.61
23173,REGENCY TEAPOT ROSES,9.705872576177285,8.0,19.96,1.0190515063562562,2666,23073.32,248,8.65,10.5,10.5,9.63
23174,REGENCY SUGAR BOWL GREEN,4.126728624535317,3.75,8.29,0.280949357985039,2956,11575.54,190,3.92,6.8,6.8,4.1
23175,REGENCY MILK JUG PINK,3.1950549450549453,2.75,3.25,0.1566635606471641,3066,9008.0,206,2.94,4.9,4.9,3.2
23176,ABC TREASURE BOOK BOX,2.263544973544973,1.95,4.58,0.2468215488080068,2090,4377.76,159,2.09,10.9,10.9,2.23
23177,TREASURE ISLAND BOOK BOX,2.2418181818181817,1.95,2.25,0.0489745403652251,2431,5036.55,174,2.07,2.2,2.2,2.23
23178,JAM CLOCK MAGNET,2.811754385964913,1.25,5.79,0.5846156332125333,312,845.5,50,2.71,20.8,20.8,2.86
23179,CLOCK MAGNET MUM'S KITCHEN,2.9330000000000003,1.25,5.79,0.7586296687837711,304,837.88,36,2.76,25.9,25.9,2.86
23180,MUM'S KITCHEN CLOCK,4.766666666666667,1.65,4.95,0.7666252576808866,104,471.9,29,4.54,16.1,16.1,4.95
23181,BULL DOG BOTTLE TOP WALL CLOCK,8.184782608695652,7.5,8.25,0.2128767158795975,185,1484.25,60,8.02,2.6,2.6,8.19
23182,TOILET SIGN OCCUPIED OR VACANT,0.8776029962546816,0.72,2.46,0.2788703441801748,3414,2837.57,140,0.83,31.8,30.0,0.83
23183,MOTHER'S KITCHEN SPOON REST,4.056610169491526,3.29,7.46,1.0462208017917132,178,690.71,45,3.88,25.8,25.8,3.75
23184,BULL DOG BOTTLE OPENER,5.097939698492462,4.15,10.79,1.0169231054538823,778,3749.5,129,4.82,19.9,19.9,4.89
23185,FRENCH STYLE STORAGE JAR JAM,0.3496875,0.28,1.25,0.2361858805290662,323,116.59,27,0.36,67.5,30.0,0.29
23186,FRENCH STYLE STORAGE JAR CAFE,0.3409859154929577,0.28,1.25,0.2118905035934326,1982,819.4599999999999,57,0.41,62.1,30.0,0.4
23187,FRENCH STYLE STORAGE JAR BONBONS,0.3154666666666667,0.28,1.25,0.1557309993037486,2338,695.06,66,0.3,49.4,30.0,0.29
23188,VINTAGE  2 METER FOLDING RULER,1.6786075949367087,1.45,3.29,0.2260079147321336,1776,2904.12,131,1.64,13.5,13.5,1.74
23188,VINTAGE  2 METRE FOLDING RULER,1.7383076923076923,1.65,3.29,0.3716027270649062,1322,2199.34,102,1.66,21.4,21.4,1.74
23189,SET OF 12 FORK CANDLES,2.858421052631579,2.49,2.89,0.1083388567017786,1215,3319.35,89,2.73,3.8,3.8,2.83
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1.651333333333333,1.45,3.29,0.1287950170797807,1678,2691.14,145,1.6,7.8,7.8,1.63
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,1.65,1.65,1.65,0.0,60,99.0,5,1.65,0.0,0.0,1.67
23191,BUNDLE OF 3 RETRO NOTE BOOKS,1.6753968253968254,1.45,3.29,0.2331617115542379,2116,3421.4,178,1.62,13.9,13.9,1.67
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1.654074074074074,1.45,3.29,0.1649037830188827,3286,5225.22,224,1.59,10.0,10.0,1.67
23193,BUFFALO BILL TREASURE BOOK BOX,2.265244755244755,1.95,4.58,0.2843347366923437,1855,3768.57,109,2.03,12.6,12.6,2.23
23194,GYMKHANA TREASURE BOOK BOX,2.255092024539877,1.95,4.58,0.1904295602188252,1634,3426.83,128,2.1,8.4,8.4,2.23
23194,GYMKHANNA TREASURE BOOK BOX,2.189285714285714,2.08,2.25,0.0845316768768039,120,261.84000000000003,14,2.18,3.9,3.9,2.23
23196,LEAVES MAGNETIC  SHOPPING LIST,1.45,1.45,1.45,0.0,24,34.8,2,1.45,0.0,0.0,1.45
23196,RETO LEAVES MAGNETIC SHOPPING LIST,1.45,1.45,1.45,0.0,36,52.2,3,1.45,0.0,0.0,1.45
23196,RETRO LEAVES MAGNETIC NOTEPAD,1.45,1.45,1.45,0.0,104,150.79999999999998,17,1.45,0.0,0.0,1.45
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1.443577981651376,1.25,1.45,0.0353396406914731,1596,2247.0,159,1.41,2.4,2.4,1.45
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1.5439890710382511,1.25,3.29,0.4224431035110851,1332,1921.24,113,1.44,27.4,27.4,1.59
23197,VEGETABLE MAGNETIC  SHOPPING LIST,1.3833333333333335,1.25,1.45,0.1154700538379251,36,49.8,3,1.38,8.3,8.3,1.59
23198,PANTRY MAGNETIC  SHOPPING LIST,1.4803367875647668,1.04,3.29,0.2668608091764858,3067,4346.99,259,1.42,18.0,18.0,1.55
23199,JUMBO BAG APPLES,2.0620523415977963,1.65,4.13,0.1769357647362036,13887,26451.26,344,1.9,8.6,8.6,2.04
23200,JUMBO BAG PEARS,2.0721383647798746,1.65,4.13,0.1806664766163072,6733,13043.24,262,1.94,8.7,8.7,2.04
23201,JUMBO BAG ALPHABET,2.0583574244415246,1.65,4.13,0.1328594765183355,12540,24175.0,396,1.93,6.5,6.5,2.05
23202,JUMBO BAG VINTAGE LEAF,2.0784015345268543,1.65,4.13,0.2075566717363652,10716,20963.93,377,1.96,10.0,10.0,2.05
23203,JUMBO BAG DOILEY PATTERNS,2.046353711790393,1.65,2.08,0.0854414549798915,8737,16741.26,299,1.92,4.2,4.2,2.04
23203,JUMBO BAG VINTAGE DOILEY,2.0316666666666667,1.79,2.08,0.1183920042345202,143,268.44,6,1.88,5.8,5.8,2.04
23203,JUMBO BAG VINTAGE DOILY,2.062097791798108,1.75,2.08,0.0699978552696546,10636,20674.68,363,1.94,3.4,3.4,2.04
23204,CHARLOTTE BAG APPLES DESIGN,0.8429976580796252,0.72,0.85,0.0293818553146764,7039,5632.15,199,0.8,3.5,3.5,0.84
23205,CHARLOTTE BAG ALPHABET  DESIGN,0.838181818181818,0.72,0.85,0.0382518426118724,400,320.5,22,0.8,4.6,4.6,0.84
23205,CHARLOTTE BAG VINTAGE ALPHABET,0.852782874617737,0.72,1.63,0.0913156660790787,4752,3786.22,192,0.8,10.7,10.7,0.84
23206,LUNCH BAG APPLE DESIGN,1.641508379888268,1.45,1.65,0.0403489212277145,11565,18278.25,401,1.58,2.5,2.5,1.64
23207,LUNCH BAG ALPHABET DESIGN,1.6529210134128165,1.45,4.13,0.1387313242168885,7554,12029.06,377,1.59,8.4,8.4,1.64
23208,LUNCH BAG VINTAGE LEAF DESIGN,1.645121951219512,1.45,1.65,0.0308766025091129,6225,10006.45,305,1.61,1.9,1.9,1.65
23209,LUNCH BAG DOILEY PATTERN,1.642356687898089,1.45,1.65,0.0383845069707768,6482,10331.3,290,1.59,2.3,2.3,1.64
23209,LUNCH BAG VINTAGE DOILEY,1.65,1.65,1.65,0.0,70,115.5,4,1.65,0.0,0.0,1.64
23209,LUNCH BAG VINTAGE DOILY,1.649783393501805,1.45,4.13,0.1098278614244294,6452,10370.76,319,1.61,6.7,6.7,1.64
23210,WHITE ROCKING HORSE HAND PAINTED,1.2437869822485206,1.04,1.25,0.0356884944912678,2803,3377.75,115,1.21,2.9,2.9,1.25
23211,RED ROCKING HORSE HAND PAINTED,1.24125,1.04,1.25,0.0421394742980693,2208,2634.0,82,1.19,3.4,3.4,1.24
23212,HEART WREATH DECORATION WITH BELL,1.2390196078431372,1.04,1.25,0.0469008571614291,2167,2567.63,103,1.18,3.8,3.8,1.23
23212,PAINTED HEART WREATH WITH BELL,1.25,1.25,1.25,0.0,12,15.0,1,1.25,0.0,0.0,1.23
23213,STAR WREATH DECORATION WITH BELL,1.24328,1.04,1.25,0.0371087329952954,1595,1923.19,95,1.21,3.0,3.0,1.24
23214,BELL HEART ANTIQUE GOLD,2.08,2.08,2.08,0.0,12,24.96,1,2.08,0.0,0.0,2.18
23214,JINGLE BELL HEART ANTIQUE GOLD,2.182680412371134,1.79,4.13,0.4572779868050667,765,1610.27,78,2.1,21.0,21.0,2.18
23215,JINGLE BELL HEART ANTIQUE SILVER,2.1392610837438424,1.79,4.13,0.3813562895989017,3547,6962.04,162,1.96,17.8,17.8,2.16
23216,LAUREL HEART ANTIQUE GOLD,1.348048780487805,1.04,2.46,0.3751880829143904,518,613.51,32,1.18,27.8,27.8,1.2
23217,LAUREL HEART ANTIQUE SILVER,1.4022093023255815,1.04,2.5,0.4336423062788058,1290,1567.0,64,1.21,30.9,30.0,1.36
23218,LAUREL STAR ANTIQUE GOLD,1.383939393939394,1.04,2.46,0.4089845610926177,372,465.81,27,1.25,29.6,29.6,1.41
23219,LAUREL STAR ANTIQUE SILVER,1.3117307692307691,1.04,2.46,0.2897715202304249,404,504.6,41,1.25,22.1,22.1,1.35
23220,REINDEER HEART DECORATION GOLD,0.909620253164557,0.72,1.63,0.2436708742734056,930,775.2600000000001,55,0.83,26.8,26.8,0.9
23221,REINDEER HEART DECORATION SILVER,0.9132456140350876,0.72,1.63,0.2471447414182255,1461,1241.59,85,0.85,27.1,27.1,0.9
23222,CHRISTMAS TREE HANGING GOLD,0.9616666666666668,0.72,1.63,0.3014813852313698,776,690.64,49,0.89,31.3,30.0,1.0
23223,CHRISTMAS TREE HANGING SILVER,0.9427142857142856,0.72,1.63,0.2829140363553454,747,671.7700000000001,51,0.9,30.0,30.0,0.93
23224,CHERUB HEART DECORATION GOLD,0.9328813559322032,0.72,1.63,0.2795257735785404,719,620.45,44,0.86,30.0,30.0,0.98
23225,CHERUB HEART DECORATION SILVER,0.9561428571428572,0.72,1.63,0.3104661892354545,1297,1090.43,46,0.84,32.5,30.0,0.99
23226,FILIGREE HEART DAISY WHITE,1.24125,1.04,1.25,0.0422580103249043,1199,1478.59,56,1.23,3.4,3.4,1.23
23227,FILIGREE HEART BUTTERFLY WHITE,1.26816091954023,1.04,2.46,0.1891199246425902,1592,1947.06,61,1.22,14.9,14.9,1.22
23228,FILIGREE HEART BIRD WHITE,1.3925316455696204,1.04,2.46,0.4115713115591748,1397,1726.3,58,1.24,29.6,29.6,1.21
23229,DONKEY TAIL GAME,3.66,3.39,3.75,0.1799999999999997,54,189.54,4,3.51,4.9,4.9,3.86
23229,VINTAGE DONKEY TAIL GAME,3.786511627906977,2.62,7.46,0.5290464165321116,1750,6146.89,182,3.51,14.0,14.0,3.86
23230,WRAP ALPHABET DESIGN,0.4173390557939914,0.34,0.42,0.0141954057940009,7950,3207.0,178,0.4,3.4,3.4,0.41
23231,WRAP  VINTAGE DOILEY,0.42,0.42,0.42,0.0,100,42.0,2,0.42,0.0,0.0,0.42
23231,WRAP  VINTAGE DOILY,0.4199999999999999,0.42,0.42,0.0,2450,1029.0,80,0.42,0.0,0.0,0.42
23231,WRAP DOILEY DESIGN,0.4185185185185185,0.34,0.42,0.0108187910038677,4675,1915.5,124,0.41,2.6,2.6,0.42
23232,WRAP VINTAGE LEAF DESIGN,0.4173913043478261,0.34,0.42,0.0136325259306469,5326,2140.92,118,0.4,3.3,3.3,0.42
23232,WRAP VINTAGE PETALS  DESIGN,0.4177142857142857,0.34,0.42,0.0133918131461224,3300,1338.0,95,0.41,3.2,3.2,0.42
23233,WRAP POPPIES  DESIGN,0.4186163522012578,0.34,0.42,0.0100931100337631,5175,2105.5,130,0.41,2.4,2.4,0.42
23234,BISCUIT TIN VINTAGE CHRISTMAS,2.9257446808510643,2.49,5.79,0.3846396064386033,1635,4576.05,201,2.8,13.1,13.1,2.97
23235,BISCUIT TIN VINTAGE LEAF,2.7566666666666664,2.49,2.89,0.2309401076758502,24,64.56,3,2.69,8.4,8.4,2.85
23235,STORAGE TIN VINTAGE LEAF,2.736666666666667,1.25,2.89,0.457679885064859,705,1838.13,86,2.61,16.7,16.7,2.85
23236,DOILEY BISCUIT TIN,2.859230769230769,2.49,2.89,0.1109400392450458,120,327.6,13,2.73,3.9,3.9,2.93
23236,DOILEY STORAGE TIN,2.8652212389380534,2.49,2.89,0.0968531412678562,1082,2934.98,93,2.71,3.4,3.4,2.93
23236,STORAGE TIN VINTAGE DOILY,2.9834911242603552,2.49,5.79,0.5434832555174953,1251,3548.39,124,2.84,18.2,18.2,2.93
23237,SET OF 4 KNICK KNACK TINS LEAF,4.136324786324787,3.75,4.15,0.0729973817503809,740,2975.0,94,4.02,1.8,1.8,4.13
23237,SET OF 4 KNICK KNACK TINS LEAVES,4.127358490566039,3.75,4.15,0.0933181271737505,304,1237.2,51,4.07,2.3,2.3,4.13
23238,SET OF 4 KNICK KNACK TINS LONDON,4.13360655737705,3.75,4.15,0.0794638989261414,1788,7170.599999999999,150,4.01,1.9,1.9,4.13
23239,SET OF 4 KNICK KNACK TINS POPPIES,3.9125766871165646,1.65,4.15,0.7245335570252248,823,3188.05,125,3.87,18.5,18.5,4.14
23240,SET OF 4 KNICK KNACK TINS DOILEY,4.125000000000001,3.75,4.15,0.0971008312455224,1803,7136.849999999999,142,3.96,2.4,2.4,4.13
23240,SET OF 4 KNICK KNACK TINS DOILY,4.137538940809969,3.75,4.15,0.0696005514354924,2294,9270.5,230,4.04,1.7,1.7,4.13
23241,TREASURE TIN GYMKHANA DESIGN,2.0753220338983054,1.85,2.08,0.032521285901168,2024,4099.52,183,2.03,1.6,1.6,2.08
23242,TREASURE TIN BUFFALO BILL,2.0741326530612247,1.85,2.08,0.0363566768826692,1436,2898.56,132,2.02,1.8,1.8,2.07
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4.888174807197943,1.71,5.17,0.2721184745823917,4663,22133.83,275,4.75,5.6,5.6,4.86
23244,CANNISTER VINTAGE LEAF DESIGN,1.95,1.95,1.95,0.0,12,23.4,2,1.95,0.0,0.0,1.93
23244,ROUND STORAGE TIN VINTAGE LEAF,1.9766666666666663,1.65,4.13,0.3240619390654775,853,1552.51,80,1.82,16.4,16.4,1.93
23244,STORAGE TIN VINTAGE LEAF,1.95,1.95,1.95,0.0,60,117.0,7,1.95,0.0,0.0,1.93
23245,SET OF 3 REGENCY CAKE TINS,4.93283356258597,4.15,10.79,0.663896340589636,5856,26625.68,472,4.55,13.5,13.5,4.85
23247,BISCUIT TIN 50'S CHRISTMAS,2.969783393501805,2.49,5.79,0.5231135431228933,2060,5795.2,231,2.81,17.6,17.6,2.96
23249,ENAMEL DINNER PLATE PANTRY,1.65,1.65,1.65,0.0,12,19.8,1,1.65,0.0,0.0,1.63
23249,VINTAGE RED ENAMEL TRIM PLATE,1.6441176470588237,1.45,1.65,0.0340427866915198,790,1274.7,56,1.61,2.1,2.1,1.63
23250,ENAMEL BOWL PANTRY,1.25,1.25,1.25,0.0,24,30.0,2,1.25,0.0,0.0,1.25
23250,VINTAGE RED TRIM ENAMEL BOWL,1.2475862068965518,1.04,1.25,0.0225143632315936,1079,1328.59,63,1.23,1.8,1.8,1.25
23251,ENAMEL MUG PANTRY,1.25,1.25,1.25,0.0,12,15.0,1,1.25,0.0,0.0,1.24
23251,VINTAGE RED ENAMEL TRIM MUG,1.2397058823529412,1.04,1.25,0.0455647919131101,1634,1941.7,80,1.19,3.7,3.7,1.24
23252,VINTAGE RED ENAMEL TRIM JUG,3.7426984126984126,3.29,3.75,0.0577222688176783,582,2138.34,104,3.67,1.5,1.5,3.73
23253,16 PIECE CUTLERY SET PANTRY DESIGN,15.65,12.5,15.95,0.9828529900244491,210,3018.3,43,14.37,6.3,6.3,15.26
23254,CHILDRENS CUTLERY DOLLY GIRL,4.142753623188407,3.75,4.15,0.0534452054615263,1628,6554.6,197,4.03,1.3,1.3,4.13
23254,KIDS CUTLERY DOLLY GIRL,4.15,4.15,4.15,0.0,36,149.4,8,4.15,0.0,0.0,4.13
23255,CHILDRENS CUTLERY CIRCUS PARADE,4.164861111111112,3.75,8.29,0.3538775935324967,963,3856.59,116,4.0,8.5,8.5,4.14
23256,CHILDRENS CUTLERY SPACEBOY,4.151677018633541,3.75,8.29,0.2405775398472064,1982,7974.38,225,4.02,5.8,5.8,4.12
23256,KIDS CUTLERY SPACEBOY,4.15,4.15,4.15,0.0,36,149.4,8,4.15,0.0,0.0,4.12
23263,SET OF 3 WOODEN HEART DECORATIONS,1.3159628770301623,1.04,2.5,0.2835242305630236,3747,4829.08,269,1.29,21.5,21.5,1.33
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1.3221722846441948,1.04,2.5,0.2900229448720904,1845,2400.45,177,1.3,21.9,21.9,1.33
23265,SET OF 3 WOODEN TREE DECORATIONS,1.3167407407407408,1.04,2.5,0.2794027875037698,1680,2172.46,180,1.29,21.2,21.2,1.31
23266,SET OF 3 WOODEN STOCKING DECORATION,1.3101010101010102,1.04,2.5,0.2680768405983487,1975,2543.39,201,1.29,20.5,20.5,1.32
23267,SET OF 4 SANTA PLACE SETTINGS,1.2477659574468083,1.04,1.25,0.0216598461714346,1158,1427.34,79,1.23,1.7,1.7,1.24
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1.516835443037975,1.25,2.92,0.3283741780027289,1435,1981.63,68,1.38,21.6,21.6,1.41
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1.4474683544303797,1.25,1.45,0.0225017580185204,755,1075.55,63,1.42,1.6,1.6,1.44
23270,SET OF 2 CERAMIC PAINTED HEARTS,1.4436,1.25,1.45,0.03534165047171,1166,1625.9,96,1.39,2.4,2.4,1.42
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,0.83,0.83,0.83,0.0,16,13.28,1,0.83,0.0,0.0,0.83
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,0.8367532467532467,0.69,1.63,0.0942901674625162,1606,1303.54,68,0.81,11.3,11.3,0.83
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,1.5637142857142856,0.39,3.29,0.6196919809554617,352,522.74,34,1.49,39.6,30.0,1.8
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1.6793877551020406,1.45,3.29,0.235388760807512,928,1533.84,88,1.65,14.0,14.0,1.71
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1.742549019607843,1.45,3.29,0.3897693816099637,1142,1875.06,85,1.64,22.4,22.4,1.7
23275,SET OF 3 HANGING OWLS OLLIE BEAK,1.2872982456140352,1.04,2.46,0.2263707824761913,3642,4327.42,171,1.19,17.6,17.6,1.27
23280,FOLDING BUTTERFLY MIRROR HOT PINK,0.8349230769230769,0.72,2.46,0.1463416738657822,1839,1427.99,84,0.78,17.5,17.5,0.81
23280,FOLDING MIRROR HOT PINK,0.808,0.72,0.83,0.0491934955049953,156,118.92000000000002,5,0.76,6.1,6.1,0.81
23281,FOLDING BUTTERFLY MIRROR RED,0.8228260869565218,0.72,0.83,0.0273088194487543,1252,961.28,56,0.77,3.3,3.3,0.82
23281,FOLDING MIRROR RED,0.83,0.83,0.83,0.0,18,14.94,2,0.83,0.0,0.0,0.82
23282,FOLDING BUTTERFLY MIRROR IVORY,0.8747058823529411,0.72,2.46,0.2779547148896953,735,597.7800000000001,67,0.81,31.8,30.0,0.82
23282,FOLDING MIRROR IVORY,0.83,0.83,0.83,0.0,18,14.94,2,0.83,0.0,0.0,0.82
23283,DOORMAT VINTAGE LEAF,8.092231404958678,4.58,15.79,1.186438288606776,541,3766.57,100,6.96,14.7,14.7,7.51
23283,DOORMAT VINTAGE LEAVES DESIGN,7.66625,4.58,7.95,0.5890930346288911,426,2833.7000000000003,75,6.65,7.7,7.7,7.51
23284,DOORMAT KEEP CALM AND COME IN,7.91351145038168,4.58,16.63,1.1799937306525785,5342,35913.85,378,6.72,14.9,14.9,8.11
23285,PINK VINTAGE SPOT BEAKER,0.8465909090909091,0.72,1.08,0.0412186414777842,4679,4384.83,108,0.94,4.9,4.9,0.86
23286,BLUE VINTAGE SPOT BEAKER,0.8464634146341463,0.72,1.08,0.0382876408071259,4901,4528.29,125,0.92,4.5,4.5,0.86
23287,RED VINTAGE SPOT BEAKER,0.8456375838926175,0.72,0.85,0.023490140187212,1782,1452.3,114,0.81,2.8,2.8,0.84
23288,GREEN VINTAGE SPOT BEAKER,0.8485925925925926,0.72,1.08,0.0376583812193796,4505,4261.889999999999,107,0.95,4.4,4.4,0.86
23289,DOLLY GIRL CHILDRENS BOWL,1.245774647887324,1.05,1.25,0.0288631877662736,1553,1854.85,111,1.19,2.3,2.3,1.24
23290,SPACEBOY CHILDRENS BOWL,1.2419540229885058,1.05,1.25,0.0394130074611468,2367,2757.15,125,1.16,3.2,3.2,1.24
23291,DOLLY GIRL CHILDRENS CUP,1.2693835616438358,1.05,2.46,0.1761160377773688,1549,1881.39,104,1.21,13.9,13.9,1.24
23292,SPACE BOY CHILDRENS CUP,1.21,1.05,1.25,0.0894427190999915,130,143.3,5,1.1,7.4,7.4,1.24
23292,SPACEBOY CHILDRENS CUP,1.2650931677018633,1.05,2.46,0.169477572308338,1952,2344.32,112,1.2,13.4,13.4,1.24
23293,SET OF 12 FAIRY CAKE BAKING CASES,0.823978947368421,0.72,0.83,0.0250476250789646,8243,6469.45,323,0.78,3.0,3.0,0.82
23294,SET OF 6 SNACK LOAF BAKING CASES,0.8249006622516556,0.72,0.83,0.0231668095059049,4292,3360.18,214,0.78,2.8,2.8,0.82
23295,SET OF 12 MINI LOAF BAKING CASES,0.8246486486486486,0.72,0.83,0.023696610183996,5963,4675.61,250,0.78,2.9,2.9,0.82
23296,SET OF 6 TEA TIME BAKING CASES,1.2396296296296296,1.04,1.25,0.0455701940621202,4879,5687.150000000001,243,1.17,3.7,3.7,1.23
23297,SET 40 HEART SHAPE PETIT FOUR CASES,1.6359154929577464,1.45,1.65,0.0513526940957338,4260,6677.0,123,1.57,3.1,3.1,1.63
23298,"BUNTING , SPOTTY",4.721428571428572,4.15,4.95,0.390360029179413,146,634.7,7,4.35,8.3,8.3,4.91
23298,SPOTTY BUNTING,4.9179351032448375,4.15,5.14,0.1575853215865663,7639,35539.25,571,4.65,3.2,3.2,4.91
23299,FOOD COVER WITH BEADS SET 2,3.792764227642276,3.39,7.46,0.4797613833348381,980,3556.42,109,3.63,12.6,12.6,3.71
23300,GARDENERS KNEELING PAD CUP OF TEA,1.6653004622496148,1.18,3.29,0.2084813045244244,6303,9963.39,351,1.58,12.5,12.5,1.68
23301,GARDENERS KNEELING PAD KEEP CALM,1.663815104166667,1.18,3.29,0.2107586153176852,7740,12493.48,405,1.61,12.7,12.7,1.67
23302,KNEELING MAT HOUSEWORK  DESIGN,1.58,0.79,1.65,0.2262649626728213,1481,1993.91,140,1.35,14.3,14.3,1.65
23303,SET 4 PICNIC CUTLERY FONDANT,1.95,1.95,1.95,0.0,65,126.75,6,1.95,0.0,0.0,1.95
23304,SET 4 PICNIC CUTLERY CHERRY,1.95,1.95,1.95,0.0,71,138.45,9,1.95,0.0,0.0,1.95
23305,SET 4 PICNIC CUTLERY BLUEBERRY,1.95,1.95,1.95,0.0,82,159.9,9,1.95,0.0,0.0,1.95
23306,SET OF 36 DOILIES PANTRY DESIGN,1.454438775510204,1.25,2.92,0.1080607204735474,2653,3761.92,172,1.42,7.4,7.4,1.44
23306,SET OF 36 PANTRY PAPER DOILIES,1.5479999999999998,1.45,2.92,0.3795523679283268,39,58.02,14,1.49,24.5,24.5,1.44
23307,SET OF 60 PANTRY DESIGN CAKE CASES,0.5561625708884689,0.42,1.25,0.0892318865723279,11675,5982.09,366,0.51,16.0,16.0,0.55
23308,SET OF 60 VINTAGE LEAF CAKE CASES,0.5635646687697161,0.42,1.25,0.1129393239737718,5967,3098.21,209,0.52,20.0,20.0,0.54
23309,SET OF 60 I LOVE LONDON CAKE CASES,0.5684126984126985,0.42,1.25,0.1395078514011594,7727,3729.05,178,0.48,24.5,24.5,0.6
23310,BUBBLEGUM RING ASSORTED,0.4292523364485981,0.36,0.83,0.0691694650884236,11891,4894.83,146,0.41,16.1,16.1,0.43
23311,VINTAGE CHRISTMAS STOCKING,2.545246478873239,2.1,2.55,0.0460865197432555,2199,5564.25,246,2.53,1.8,1.8,2.54
23312,VINTAGE CHRISTMAS GIFT SACK,4.13989898989899,3.75,4.15,0.0629155416386538,1365,5527.150000000001,168,4.05,1.5,1.5,4.13
23313,VINTAGE CHRISTMAS BUNTING,4.951293800539084,4.15,10.79,0.4566936964387269,2755,12994.77,254,4.72,9.2,9.2,4.96
23314,VINTAGE CHRISTMAS TABLECLOTH,12.440283018867923,10.39,12.5,0.3515718650295031,393,4663.52,87,11.87,2.8,2.8,12.27
