StockCode,Description,daily_avg_demand,demand_std_daily,safety_stock,reorder_point,eoq,avg_price,total_units,total_revenue,stockout_risk
23473,WOODLAND SMALL RED FELT HEART,0.9012,4.5308,28.0,40.6,1820.0,0.8274999999999999,666,531.6600000000001,Low
23474,WOODLAND SMALL BLUE FELT HEART,0.4019,3.0925,19.1,24.7,1214.0,0.83,297,246.51000000000002,Low
23475,WOODLAND SMALL PINK FELT HEART,0.3789,3.6064,22.3,27.6,1178.0,0.83,280,232.40000000000003,Low
23476,WOODLAND LARGE RED FELT HEART,0.2679,2.9698,18.3,22.1,807.0,1.25,198,247.5,Low
23477,WOODLAND LARGE BLUE FELT HEART,0.115,0.8721,5.4,7.0,529.0,1.25,85,106.25,Low
23478,WOODLAND LARGE PINK FELT HEART,0.3762,3.3202,20.5,25.8,965.0,1.2289999999999999,278,307.18,Low
23479,WIRE EGG BASKET,0.1488,1.2158,7.5,9.6,241.0,7.7768292682926825,110,827.5,Low
23480,MINI LIGHTS WOODLAND MUSHROOMS,2.3261,12.8888,79.6,112.2,1378.0,3.726741573033708,1719,6126.09,Low
23481,PEARLISED IVORY HEART SMALL,0.2936,1.7264,10.7,14.8,848.0,1.2429999999999999,217,266.21,Low
23482,PEARLISED IVORY HEART LARGE,0.5616,3.5874,22.1,30.0,1021.0,1.6388888888888888,415,651.15,Low
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1.7889,6.6421,41.0,66.0,2104.0,1.228695652173913,1322,1541.62,Low
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,0.1597,1.6657,10.3,12.5,411.0,2.870952380952381,118,331.42,Low
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,0.0758,1.6657,10.3,11.4,286.0,2.81,56,152.24,Low
23485,BOTANICAL GARDENS WALL CLOCK,0.3505,2.6999,16.7,21.6,210.0,24.16,259,5719.0,Low
23486,ANTIQUE HEART SHELF UNIT,0.3613,2.0755,12.8,17.9,258.0,16.44705882352941,267,3879.15,Low
23487,SWEET HEART CAKE CARRIER,0.1055,0.6888,4.3,5.8,180.0,9.869047619047619,78,754.0,Low
23489,"GARLAND, VINTAGE BELLS",0.1245,6.3122,39.0,40.7,362.0,2.89,92,265.88,Low
23489,VINTAGE BELLS GARLAND,1.0609,6.3122,39.0,53.9,1057.0,2.886992481203008,784,2246.56,Low
23490,T-LIGHT HOLDER HANGING LOVE BIRD,0.7294,5.0096,30.9,41.1,770.0,3.7404166666666665,539,1988.13,Low
23491,VINTAGE JINGLE BELLS HEART,0.3058,1.7004,10.5,14.8,336.0,8.25,226,1864.5,Low
23492,VINTAGE JINGLE BELLS WREATH,0.1001,0.7582,4.7,6.1,192.0,8.25,74,610.5,Low
23493,VINTAGE DOILY TRAVEL SEWING KIT,4.7659,22.2821,137.6,204.3,2728.0,1.948351648351648,3522,6747.9,Low
23494,VINTAGE DOILY DELUXE SEWING KIT,0.9824,4.351,26.9,40.7,710.0,5.933240223463687,726,4218.7,Low
23495,SET OF 3 PANTRY WOODEN SPOONS,0.2598,2.466,15.2,18.8,795.0,1.25,192,240.0,Low
23496,PANTRY KITCHEN THERMOMETER,0.1191,1.0123,6.2,7.9,538.0,1.25,88,110.0,Low
23497,CLASSIC CHROME BICYCLE BELL,3.3207,19.6334,121.2,167.7,2649.0,1.4394350282485875,2454,3435.7,Low
23497,CLASSIC CROME BICYCLE BELL,0.0812,19.6334,121.2,122.3,428.0,1.35,60,77.4,Low
23498,CLASSIC BICYCLE CLIPS,2.1529,13.6,84.0,114.1,2132.0,1.4406451612903224,1591,2205.95,Low
23499,SET 12 VINTAGE DOILY CHALK,1.6874,15.3493,94.8,118.4,3496.0,0.42,1247,523.74,Low
23500,KEY RING BASEBALL BOOT ASSORTED,2.1448,8.1507,50.3,80.3,2291.0,1.2432258064516128,1585,1935.05,Low
23501,KEY RING BASEBALL BOOT UNION JACK,2.3978,6.7646,41.8,75.4,2427.0,1.2382022471910112,1772,2105.8,Low
23502,PLAYING CARDS VINTAGE DOILEY,0.0176,4.416,27.3,27.5,207.0,1.25,13,16.25,Low
23502,PLAYING CARDS VINTAGE DOILY,0.9161,4.416,27.3,40.1,1496.0,1.2451162790697674,677,822.73,Low
23503,PLAYING CARDS KEEP CALM & CARRY ON,4.6482,16.76,103.5,168.6,3366.0,1.2481305637982196,3435,4246.71,Low
23504,PLAYING CARDS JUBILEE UNION JACK,2.2571,8.6706,53.5,85.1,2345.0,1.2489655172413792,1668,2082.48,Low
23505,PLAYING CARDS I LOVE LONDON,1.4411,5.967,36.8,57.0,1878.0,1.2424324324324325,1065,1247.25,Low
23506,MINI PLAYING CARDS SPACEBOY,3.6779,28.6414,176.8,228.3,5166.0,0.4191240875912408,2718,1116.36,Low
23507,MINI PLAYING CARDS BUFFALO BILL,3.8444,21.5149,132.8,186.6,5287.0,0.4183783783783784,2841,1129.02,Low
23508,MINI PLAYING CARDS DOLLY GIRL,3.3505,26.6147,164.3,211.2,4932.0,0.4189830508474576,2476,1014.72,Low
23509,MINI PLAYING CARDS FUN FAIR,1.4114,12.3242,76.1,95.9,3205.0,0.41789473684210526,1043,434.46000000000004,Low
23510,MINI PLAYING CARDS GYMKHANA,3.1096,19.0892,117.9,161.4,4752.0,0.4188118811881188,2298,902.16,Low
23511,EMBROIDERED RIBBON REEL EMILY,0.7118,4.3096,26.6,36.6,1022.0,2.073409090909091,526,1050.58,Low
23512,EMBROIDERED RIBBON REEL ROSIE,0.6563,5.5923,34.5,43.7,984.0,2.0626,485,923.54,Low
23513,EMBROIDERED RIBBON REEL SUSIE,0.7524,5.9461,36.7,47.2,1051.0,2.0706451612903227,556,1072.96,Low
23514,EMBROIDERED RIBBON REEL SALLY,0.6198,3.465,21.4,30.1,954.0,2.0706451612903227,458,909.14,Low
23515,EMBROIDERED RIBBON REEL DAISY,0.7551,5.7706,35.6,46.2,1054.0,2.0655,558,1075.3799999999999,Low
23516,EMBROIDERED RIBBON REEL SOPHIE,0.3951,3.1911,19.7,25.2,568.0,3.728604651162791,292,1028.76,Low
23517,EMBROIDERED RIBBON REEL REBECCA,0.4222,3.1044,19.2,25.1,668.0,2.8743137254901963,312,860.88,Low
23518,EMBROIDERED RIBBON REEL RACHEL,0.4844,4.2009,25.9,32.7,716.0,2.870952380952381,358,957.8199999999999,Low
23519,EMBROIDERED RIBBON REEL CLAIRE,0.2963,2.4007,14.8,18.9,493.0,3.701578947368421,219,755.01,Low
23520,EMBROIDERED RIBBON REEL RUBY,0.2246,1.449,8.9,12.0,428.0,3.735161290322581,166,589.38,Low
23521,CAT AND BIRD WALL ART,0.3654,5.2713,32.5,37.6,745.0,2.005,270,323.64,Low
23521,WALL ART CAT AND BIRD,0.1597,5.2713,32.5,34.7,420.0,2.7544444444444447,118,324.98,Low
23522,DOG AND BALL WALL ART,0.341,4.6006,28.4,33.2,677.0,2.26,252,425.88,Low
23522,WALL ART DOG AND BALL,0.1204,4.6006,28.4,30.1,372.0,2.6500000000000004,89,226.29,Low
23523,TREASURE AHOY WALL ART,0.3654,4.8218,29.8,34.9,557.0,3.585,270,833.46,Low
23523,WALL ART TREASURE AHOY,0.1177,4.8218,29.8,31.4,311.0,3.708181818181818,87,317.97,Low
23524,HORSE & PONY WALL ART,0.3464,4.0399,24.9,29.7,541.0,3.594705882352941,256,797.31,Low
23524,WALL ART HORSE & PONY,0.2828,4.0399,24.9,28.9,483.0,3.6908823529411765,209,644.67,Low
23525,BUFFALO BILL WALL ART,0.3329,8.8668,54.7,59.4,524.0,3.6886666666666668,246,845.22,Low
23525,WALL ART BUFFALO BILL,0.4357,8.8668,54.7,60.8,603.0,3.646333333333333,322,936.42,Low
23526,DOG LICENCE WALL ART,0.5521,5.6675,35.0,42.7,541.0,5.745172413793104,408,2081.64,Low
23526,WALL ART DOG LICENCE,0.6414,5.6675,35.0,44.0,578.0,5.846507936507936,474,2265.18,Low
23527,ANIMALS AND NATURE WALL ART,0.3613,4.5473,28.1,33.2,545.0,3.6958823529411764,267,923.97,Low
23527,WALL ART ANIMALS AND NATURE,0.2016,4.5473,28.1,30.9,408.0,3.6755555555555555,149,474.75,Low
23528,SPACEBOY WALL ART,0.4141,5.6217,34.7,40.5,593.0,3.582307692307692,306,885.9000000000001,Low
23528,WALL ART SPACEBOY,0.2111,5.6217,34.7,37.7,419.0,3.654285714285714,156,495.48,Low
23529,DOLLY GIRL WALL ART,0.4303,7.838,48.4,54.4,602.0,3.6090909090909093,318,1055.94,Low
23529,WALL ART DOLLY GIRL,0.4208,7.838,48.4,54.3,595.0,3.6110526315789473,311,896.37,Low
23530,WALL ART ONLY ONE PERSON,1.4032,4.7282,29.2,48.8,948.0,4.7518918918918915,1037,4241.25,Low
23530,"WALL ART,ONLY ONE PERSON",0.0081,4.7282,29.2,29.3,71.0,4.95,6,29.7,Low
23531,WALL ART BIG LOVE,1.3031,6.0225,37.2,55.4,766.0,6.746969696969697,963,5340.21,Low
23532,WALL ART WORK REST AND PLAY,0.2774,2.9108,18.0,21.9,434.0,4.470769230769231,205,853.47,Low
23533,WALL ART GARDEN HAVEN,0.2842,3.1205,19.3,23.3,410.0,5.151935483870968,210,936.34,Low
23534,STOP FOR TEA WALL ART,0.7009,10.8981,67.3,77.1,608.0,5.775853658536586,518,2572.7,Low
23534,WALL ART STOP FOR TEA,0.9323,10.8981,67.3,80.4,693.0,5.909548387096774,689,3754.13,Low
23535,BICYCLE SAFTEY WALL ART,0.6198,6.3411,39.1,47.8,571.0,5.782307692307692,458,2371.94,Low
23535,WALL ART BICYCLE SAFETY,0.8782,6.3411,39.1,51.4,673.0,5.89784,649,3442.27,Low
23535,WALL ART BICYCLE SAFTEY,0.0284,6.3411,39.1,39.5,123.0,5.75,21,114.15,Low
23536,VILLAGE SHOW WALL ART,0.5223,7.2818,45.0,52.3,526.0,5.735555555555556,386,2072.42,Low
23536,WALL ART VILLAGE SHOW,0.3072,7.2818,45.0,49.3,398.0,5.913035714285714,227,1201.6100000000001,Low
23537,I LOVE LONDON WALL ART,0.0162,0.9155,5.7,5.9,100.0,4.95,12,59.4,Low
23537,WALL ART I LOVE LONDON,0.1164,0.9155,5.7,7.3,271.0,4.8236842105263165,86,387.3,Low
23538,WALL ART VINTAGE HEART,0.4425,5.666,35.0,41.2,530.0,4.795,327,1278.87,Low
23539,"WALL ART , LOVES' SECRET",0.0108,3.4119,21.1,21.3,74.0,5.95,8,47.6,Low
23539,WALL ART LOVES' SECRET,0.3099,3.4119,21.1,25.4,404.0,5.788181818181818,229,1082.1100000000001,Low
23540,"WALL ART , THE MAGIC FOREST",0.0027,2.6374,16.3,16.3,34.0,6.95,2,13.9,Low
23540,WALL ART THE MAGIC FOREST,0.1949,2.6374,16.3,19.0,313.0,6.052222222222222,144,876.64,Low
23541,"WALL ART ,PUDDINGS",0.0108,5.6804,35.1,35.3,65.0,7.85,8,61.2,Low
23541,WALL ART CLASSIC PUDDINGS,1.111,5.6804,35.1,50.7,645.0,8.114915254237287,821,6093.49,Low
23542,70'S ALPHABET WALL ART,0.203,1.2039,7.4,10.2,278.0,7.986,150,1043.1,Low
23542,WALL ART 70'S ALPHABET,0.452,1.2039,7.4,13.7,413.0,8.062000000000001,334,2399.58,Low
23543,KEEP CALM WALL ART,0.364,9.6198,59.4,64.5,373.0,7.9465,269,2015.97,Low
23543,WALL ART KEEP CALM,1.2977,9.6198,59.4,77.6,709.0,7.841298701298701,959,4861.75,Low
23544,WALL ART MID CENTURY MODERN,0.2219,2.6399,16.3,19.4,300.0,7.523000000000001,164,1015.78,Low
23545,WRAP RED DOILEY,0.5074,5.7675,35.6,42.7,1917.0,0.42,375,157.5,Low
23545,WRAP RED VINTAGE DOILY,2.8417,5.7675,35.6,75.4,4543.0,0.41884057971014493,2100,866.0,Low
23546,WRAP PAISLEY PARK,4.4317,7.627,47.1,109.1,5665.0,0.42,3275,1375.5,Low
23547,WRAP FLOWER SHOP,2.1313,4.4331,27.4,57.2,3929.0,0.42,1575,661.5,Low
23548,WRAP MAGIC FOREST,1.4547,3.3918,20.9,41.3,3246.0,0.42,1075,451.5,Low
23549,WRAP BIRD GARDEN,1.7591,3.7143,22.9,47.5,3569.0,0.42,1300,546.0,Low
23550,WRAP ALPHABET POSTER,2.5034,5.7171,35.3,70.3,4264.0,0.41873015873015873,1850,761.0,Low
23551,PACK OF 12 PAISLEY PARK TISSUES,2.1881,9.2822,57.3,87.9,4131.0,0.39,1617,630.63,Low
23552,BICYCLE PUNCTURE REPAIR KIT,2.3424,13.1758,81.3,114.1,1859.0,2.0623423423423426,1731,3338.8,Low
23553,LANDMARK FRAME CAMDEN TOWN,0.7551,4.9,30.3,40.9,431.0,12.376984126984127,558,6257.35,Low
23554,LANDMARK FRAME OXFORD STREET,0.5697,6.7952,42.0,50.0,374.0,12.389285714285714,421,4755.650000000001,Low
23555,LANDMARK FRAME NOTTING HILL,0.571,6.8095,42.0,50.0,374.0,12.410576923076924,422,4768.15,Low
23556,LANDMARK FRAME COVENT GARDEN,0.5927,6.8089,42.0,50.3,381.0,12.387272727272727,438,4949.55,Low
23557,LANDMARK FRAME BAKER STREET,0.4696,5.9631,36.8,43.4,339.0,12.39310344827586,347,3867.85,Low
23558,LANDMARK FRAME LONDON BRIDGE,0.5589,6.5842,40.6,48.4,370.0,12.407,413,4641.7,Low
23559,WOODLAND BUNNIES LOLLY MAKERS,0.7659,2.6907,16.6,27.3,1060.0,2.0725641025641024,566,1135.52,Low
23560,SET OF 6 RIBBONS COUNTRY STYLE,0.2219,1.6499,10.2,13.3,485.0,2.870952380952381,164,449.96,Low
23561,SET OF 6 RIBBONS PARTY,0.226,1.5321,9.5,12.7,490.0,2.8592307692307695,167,458.63,Low
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,0.3315,4.1719,25.8,30.4,592.0,2.87974358974359,245,684.05,Low
23564,EGG CUP MILKMAID INGRID,0.7943,5.9001,36.4,47.5,1393.0,1.2449999999999999,587,703.51,Low
23565,EGG CUP MILKMAID HELGA,0.4709,2.7303,16.9,23.5,1070.0,1.25,348,435.0,Low
23566,EGG CUP MILKMAID HEIDI,1.0636,3.1392,19.4,34.3,1615.0,1.241063829787234,786,922.02,Low
23567,EGG CUP HENRIETTA HEN PINK,0.253,1.838,11.3,14.8,785.0,1.25,187,233.75,Low
23568,EGG CUP HENRIETTA HEN CREAM,0.7848,1.7027,10.5,21.5,1390.0,1.2349999999999999,580,664.52,Low
23569,TRADTIONAL ALPHABET STAMP SET,1.2625,6.9018,42.6,60.3,881.0,4.945652173913044,933,4531.95,Low
23570,TRADITIONAL PICK UP STICKS GAME,2.498,16.5617,102.2,137.2,2465.0,1.25,1846,2307.5,Low
23571,TRADITIONAL NAUGHTS & CROSSES,2.7551,22.8117,140.8,179.4,2254.0,1.6491189427312773,2036,3330.6,Low
23574,PACKING CHARGE,0.0189,0.0689,0.4,0.7,88.0,7.5,14,105.0,Low
23575,SNACK TRAY PAISLEY PARK,0.2219,2.5456,15.7,18.8,590.0,1.9375,164,305.4,Low
23576,SNACK TRAY RED VINTAGE DOILY,0.2503,2.4749,15.3,18.8,626.0,1.94,185,346.35,Low
23578,SNACK TRAY RED GINGHAM,0.0758,0.4714,2.9,4.0,344.0,1.95,56,109.2,Low
23579,SNACK TRAY I LOVE LONDON,0.2043,2.1376,13.2,16.1,566.0,1.9384615384615385,151,280.05,Low
23580,SNACK TRAY HAPPY FOREST,0.1502,0.6835,4.2,6.3,484.0,1.95,111,216.45,Low
23581,JUMBO BAG PAISLEY PARK,5.9175,32.3777,199.9,282.7,2956.0,2.0596190476190475,4373,8529.24,Low
23582,VINTAGE DOILY JUMBO BAG RED,6.0176,26.2142,161.8,246.0,2976.0,2.066597510373444,4447,8535.26,Low
23583,LUNCH BAG PAISLEY PARK,4.4858,34.1579,210.9,273.7,2880.0,1.6448553054662378,3315,5267.75,Low
23597,PAPER BUNTING PAISLEY PARK,0.3356,0.8014,4.9,9.6,592.0,2.9100000000000006,248,667.6,Low
23598,PAPER BUNTING VINTAGE PARTY,0.5697,0.0236,0.1,8.1,769.0,2.9313953488372095,421,1177.95,High
23630,SET 10 CARDS HANGING BAUBLES 17080,0.0014,0.0,0.0,0.0,38.0,2.99,1,2.99,Unknown
23660,HENRIETTA HEN MUG,0.3965,2.748,17.0,22.6,855.0,1.65,293,483.45000000000005,Low
23661,MILK MAIDS MUG,0.276,1.7673,10.9,14.8,713.0,1.6499999999999997,204,336.6,Low
23664,FLOWER SHOP DESIGN MUG,0.0014,0.0,0.0,0.0,51.0,1.65,1,1.65,Unknown
23681,LUNCH BAG RED VINTAGE DOILY,2.0947,22.2974,137.7,167.0,1970.0,1.6416666666666666,1548,2434.2,Low
23691,KEEP CALM BIRTHDAY WRAP,0.0677,13.5529,83.7,84.6,700.0,0.42,50,21.0,Low
23691,WRAP KEEP CALM BIRTHDAY,1.5223,13.5529,83.7,105.0,3327.0,0.4183333333333333,1125,460.5,Low
23692,WRAP A PRETTY THANK YOU,0.0677,0.0,0.0,0.9,700.0,0.42,50,21.0,Unknown
23694,PAISLEY PARK CARD,0.4709,3.677,22.7,29.3,1852.0,0.4175,348,141.84,Low
23695,DOILY THANK YOU CARD,0.9838,5.8218,35.9,49.7,2678.0,0.41739130434782606,727,296.7,Low
23697,A PRETTY THANK YOU CARD,0.5927,5.7983,35.8,44.1,2077.0,0.41777777777777775,438,179.64000000000001,Low
23702,HIGH RESOLUTION IMAGE,0.0054,0.0471,0.3,0.4,44.0,8.5,4,27.0,Low
23843,"PAPER CRAFT , LITTLE BIRDIE",109.6008,0.0,0.0,1534.4,12660.0,2.08,80995,168469.6,Unknown
35001B,HAND OPEN SHAPE BLACK,0.0217,0.1953,1.2,1.5,138.0,3.4900000000000007,16,55.84,Low
35001G,HAND OPEN SHAPE GOLD,0.8728,1.648,10.2,22.4,844.0,3.7251515151515155,645,1886.55,Low
35001P,HAND OPEN SHAPE PINK,0.0027,0.0,0.0,0.0,49.0,3.49,2,6.98,Unknown
35001W,HAND OPEN SHAPE DECO.WHITE,1.1367,1.9131,11.8,27.7,1009.0,3.3972881355932203,840,2426.2200000000003,Low
35004B,SET OF 3 BLACK FLYING DUCKS,1.6969,1.7663,10.9,34.7,1051.0,4.6732,1254,5060.3,Low
35004C,SET OF 3 COLOURED  FLYING DUCKS,4.1949,5.4164,33.4,92.1,1574.0,5.150411522633744,3100,14751.8,Low
35004G,SET OF 3 GOLD FLYING DUCKS,0.475,0.7112,4.4,11.0,525.0,5.246666666666666,351,1303.61,Low
35004P,SET OF 3 PINK FLYING DUCKS,0.1137,0.4592,2.8,4.4,262.0,5.040476190476191,84,354.6,Low
35004S,SET OF 3 SILVER FLYING DUCKS,0.184,0.0,0.0,2.6,356.0,4.425,136,388.4,Unknown
35015,JACOBS LADDER SMALL,2.793,6.5924,40.7,79.8,11899.0,0.06,2064,123.84,Low
35051B,PINK BEADED CONE CHRISTMAS,0.0189,0.0,0.0,0.3,370.0,0.42,14,5.88,Unknown
35071,ASSORTED SANTA CHRISTMAS DECORATION,0.065,0.0,0.0,0.9,482.0,0.85,48,40.8,Unknown
35085E,IVORY ROSE LAMPSHADE,0.0528,0.0435,0.3,1.0,371.0,1.1666666666666667,39,44.25,Low
35095A,BLUE VICTORIAN FABRIC OVAL BOX,2.253,3.6037,22.2,53.7,4064.0,0.415,1665,605.57,Low
35095B,RED VICTORIAN FABRIC OVAL BOX,2.4777,3.5396,21.9,56.6,4264.0,0.414468085106383,1831,662.8100000000001,Low
35096A,BLUE VICTORIAN FABRIC HEART BOX,0.977,8.1815,50.5,64.2,2681.0,0.4135,722,233.43,Low
35096B,RED VICTORIAN FABRIC HEART BOX,0.3897,2.4051,14.8,20.3,1692.0,0.4138095238095238,288,102.63,Low
35160,BUDDHA INCENSE HOLDER ASSORTED,2.9445,3.4643,21.4,62.6,3314.0,0.8152830188679245,2176,1587.24,Low
35233,PASTA ENAMEL/BRASS CONTAINER,0.0162,0.038,0.2,0.4,115.0,3.75,12,45.0,Low
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,0.065,0.0911,0.6,1.5,153.0,8.49,48,407.52,Low
35241,ENAMEL BLUE RIM BISCUIT BIN,0.3694,0.33,2.0,7.2,480.0,4.877083333333333,273,1291.15,Low
35265,COLOURFUL FLOWER FRUIT BOWL,0.0284,0.0457,0.3,0.7,151.0,3.765625,21,85.0,Low
35271S,GOLD PRINT PAPER BAG,0.5859,2.3594,14.6,22.8,2974.0,0.2015,433,87.78999999999999,Low
35400,WOODEN BOX ADVENT CALENDAR,1.6874,5.6869,35.1,58.7,760.0,8.885441176470588,1247,10781.699999999999,Low
35443,RASTA IN BATH W SPLIFF ASHTRAY,0.0203,0.0373,0.2,0.5,270.0,0.85,15,12.75,Low
35471A,SET OF 3 BIRD L.BLUE FEATHER,0.4871,1.9739,12.2,19.0,1118.0,1.1857142857142857,360,349.2,Low
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,2.6806,4.8753,30.1,67.6,3343.0,0.7297285067873304,1981,1086.71,Low
35537,CANDLE RING W/CLEAR BEADS,0.0176,0.0694,0.4,0.6,357.0,0.42,13,5.46,Low
35591T,TURQUOISE CHRISTMAS TREE,0.0271,0.0807,0.5,0.9,257.0,1.25,20,25.0,Low
35594,WOODEN CHRISTMAS TREE 3 HANGING,0.1949,0.555,3.4,6.1,1188.0,0.42,144,60.480000000000004,Low
35596,WOOD XMAS TREE 9 FIG SHELVES,0.0392,0.0,0.0,0.5,375.0,0.85,29,24.65,Unknown
35597A,DUSTY PINK CHRISTMAS TREE 30CM,0.0149,0.0962,0.6,0.8,190.0,1.25,11,13.75,Low
35597B,BLACKCHRISTMAS TREE 30CM,0.0257,0.1535,0.9,1.3,250.0,1.25,19,23.75,Low
35597D,PINK/WHITE CHRISTMAS TREE 30CM,0.0785,0.3686,2.3,3.4,640.0,0.5825,58,25.28,Low
35598A,DUSTY PINK CHRISTMAS TREE 60CM,0.0135,0.1886,1.2,1.4,118.0,2.9500000000000006,10,29.5,Low
35598B,BLACK CHRISTMAS TREE 60CM,1.2828,2.8296,17.5,35.5,1455.0,1.8425925925925926,948,823.1999999999999,Low
35598C,WHITE CHRISTMAS TREE 60CM,0.0041,0.0236,0.1,0.2,65.0,2.9500000000000006,3,8.850000000000001,Low
35598D,PINK/WHITE CHRISTMAS TREE 60CM,2.2558,3.9825,24.6,56.2,2918.0,0.8057407407407408,1667,1115.97,Low
35599B,BLACK CHRISTMAS TREE 120CM,0.3369,0.9128,5.6,10.3,446.0,5.154736842105263,249,828.5699999999999,Low
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,0.4357,1.0012,6.2,12.3,692.0,2.7664102564102566,322,866.5799999999999,Low
35600D,PINK AND WHITE CHRISTMAS TREE 180CM,0.1894,0.8186,5.1,7.8,313.0,5.866666666666666,140,476.0,Low
35603B,S/16 BLACK SHINY/MAT BAUBLES,0.065,0.0,0.0,0.9,686.0,0.42,48,20.16,Unknown
35603C,SET/16 WHITE SHINY & MATT BAUBLES,0.1083,0.3727,2.3,3.8,680.0,0.7121739130434782,80,47.04,Low
35607A,PINK FLUFFY CHRISTMAS DECORATION,0.7402,2.4247,15.0,25.4,3442.0,0.19,547,103.92999999999999,Low
35607B,BLACK FEATHER CHRISTMAS DECORATION,0.4195,1.2512,7.7,13.6,2591.0,0.19,310,58.9,Low
35609A,PINK FEATHER CHRISTMAS DECORATION,0.5778,2.6735,16.5,24.6,2657.0,0.2488888888888889,427,82.19,Low
35610A,PINK CHRISTMAS FLOCK DROPLET,0.1867,2.3692,14.6,17.2,738.0,1.0425,138,92.82,Low
35610B,BLACK CHRISTMAS FLOCK DROPLET,0.2422,1.5031,9.3,12.7,807.0,1.1314285714285715,179,144.07,Low
35610C,WHITE CHRISTMAS FLOCK DROPLET,0.1231,0.9363,5.8,7.5,580.0,1.1116666666666666,91,73.91,Low
35611B,BLACK ASSORTED DROPLET DECORATION,0.0798,0.8721,5.4,6.5,799.0,0.38000000000000006,59,22.419999999999998,Low
35633B,BLUE TINSEL GARLAND,0.1759,0.7214,4.5,7.0,1678.0,0.19000000000000003,130,24.7,Low
35637A,IVORY STRING CURTAIN WITH POLE,0.7321,1.9969,12.3,22.5,764.0,3.816666666666667,541,1250.95,Low
35637C,PINK STRING CURTAIN WITH POLE,0.1313,0.4688,2.9,4.7,311.0,4.11875,97,273.34999999999997,Low
35638A,PINK AND BLACK STRING CURTAIN,0.0528,0.4329,2.7,3.4,202.0,3.9499999999999997,39,88.04999999999998,Low
35638B,PINK/BLUE STRING CURTAIN,0.1556,0.769,4.7,6.9,370.0,3.45,115,268.25,Low
35644,PAIR PINK/BLACK COATHANGERS,0.0338,0.2616,1.6,2.1,230.0,1.9500000000000002,25,48.75,Low
35645,VINTAGE BEAD PINK JEWEL BOX,0.069,0.0974,0.6,1.6,222.0,4.25,51,216.75,Low
35646,VINTAGE BEAD PINK EVENING BAG,0.7267,1.1558,7.1,17.3,1093.0,1.8503703703703704,537,770.88,Low
35647,VINTAGE BEAD PINK SHADE,0.7104,2.6409,16.3,26.2,1324.0,1.2329545454545454,525,652.5,Low
35648,VINTAGE BEAD PINK PURSE,1.1922,1.6561,10.2,26.9,1714.0,1.2338356164383562,881,974.07,Low
35649,VINTAGE BEAD COSMETIC BAG,2.4032,15.9386,98.4,132.0,1525.0,3.144090909090909,1776,1195.82,Low
35650,VINTAGE BEAD PINK JEWEL STAND,0.0041,0.0,0.0,0.1,50.0,4.95,3,14.850000000000001,Unknown
35651,VINTAGE BEAD PINK SCARF,0.456,0.9021,5.6,12.0,748.0,2.4789473684210526,337,612.75,Low
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,0.0244,0.33,2.0,2.3,143.0,3.625,18,21.5,Low
35653,VINTAGE BEAD NOTEBOOK,0.2544,0.1924,1.2,4.8,512.0,2.95,188,554.6,Low
35654,VINTAGE BEAD FILLED PINK CUSHION,0.0162,0.0558,0.3,0.5,100.0,4.95,12,59.400000000000006,Low
35751C,PURPLE CURRENT CANDLE RING,0.0419,0.0,0.0,0.6,521.0,0.47,31,12.61,Unknown
35751D,PINK CURRENT CANDLE RING,0.0379,0.0,0.0,0.5,779.0,0.19,28,5.32,Unknown
35793,S/3 PUPPIES CHRISTMAS DECORATIONS,0.1367,0.0,0.0,1.9,454.0,2.016666666666667,101,174.05,Unknown
35809A,ENAMEL PINK TEA CONTAINER,1.4046,2.5841,16.0,35.7,1636.0,1.5958928571428572,1038,1298.64,Low
35809B,ENAMEL BLUE RIM TEA CONTAINER,0.1096,0.3586,2.2,3.7,404.0,2.0422727272727275,81,162.48,Low
35810A,ENAMEL PINK COFFEE CONTAINER,1.5129,1.9237,11.9,33.1,1808.0,1.4075471698113207,1118,1283.19,Low
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,0.4168,0.5038,3.1,8.9,869.0,1.677450980392157,308,448.13,Low
35811A,ENAMEL PINK SUGAR CONTAINER,0.5291,1.5681,9.7,17.1,923.0,1.887659574468085,391,581.58,Low
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",0.1258,0.0,0.0,1.8,1003.0,0.38,93,35.34,Unknown
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",0.2273,1.6206,10.0,13.2,787.0,1.1171428571428572,168,75.88,Low
35816B,"ACRYLIC JEWEL ANGEL,BLUE",0.1854,3.182,19.6,22.2,832.0,0.815,137,52.93,Low
35816P,"ACRYLIC JEWEL ANGEL,PINK",0.3951,2.0402,12.6,18.1,1263.0,0.7528571428571428,292,124.88,Low
35817B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",0.1922,3.2998,20.4,23.1,632.0,1.4649999999999999,142,56.129999999999995,Low
